"AIRPORT","DISPLAY_AIRPORT_NAME",
"A23","Bradley Lake Airport",
"A24","Chilkat Lake Airport",
"A25","Nugget Creek Airport",
"A26","Ivotuk Airstrip",
"A27","Pogo Mines Airport",
"A28","Ayakulik River Airport",
"A29","Kiluda Bay Airport",
"A2K","Bartletts Airport",
"A2L","Isbell Field",
"A30","Terror Lake Airport",
"A31","Selief Bay Airport",
"A34","Laura Lake Airport",
"A35","Bullen Point AFS",
"A36","Deep Bay Airport",
"A37","Kako Airport",
"A37","Kako Airport",
"A38","Molly Creek Airport",
"A39","Ptarmigan Lake Airport",
"A3K","Smith Bay Airport",
"A40","Cape Simpson Airport",
"A41","Kogru River Airport",
"A41","Kogru River Airport",
"A42","Teshepkuk Lake Airport",
"A43","Trident Basin Seaplane Base",
"A45","Lake Florence Airport",
"A46","Lake Hasselborg Airport",
"A47","Distin Lake Airport",
"A48","Port Hobron Airport",
"A49","Mooseville Airstrip Airport",
"A4K","Dune Lake Airport",
"A50","Big Bay Airport",
"A51","Wien Lake Airport",
"A52","Silver Salmon Creek Airport",
"A53","Blear Lake Airport",
"A54","Cannery Bay Airport",
"A56","Johnsons Landing",
"A57","International Seafoods Airport",
"A58","Cosna River Airport",
"A59","Ivatuk Airport",
"A5K","Paxson Airport",
"A5K","Paxson Airport",
"A61","Cape Sarichef AFS",
"A61","Cape Sarichef Airport",
"A62","Taylor Mountain",
"A63","Coal Creek",
"A63","Coal Creek",
"A63","Coal Creek",
"A63","Coal Creek",
"A63","Coal Creek",
"A65","Karluk Portage Airport",
"A66","Hope Airport",
"A66","Hope Airport",
"A66","Hope Airport",
"A66","Hope Airport",
"A66","Hope Airport",
"A67","Viekoda Bay Airport",
"A69","Cathedral Strip",
"A6K","Van Curlers Sandbar",
"A70","Village Islands Airport",
"A71","Bear Cove Farm",
"A72","Chinitna Bay Airport",
"A73","McKinley National Park",
"A74","Dog Fish Bay",
"A75","Malina Bay Airport",
"A76","Red Fox Bay Airport",
"A77","Shearwater Airport",
"A78","Lake",
"A79","Cape Simpson No. 1",
"A7K","Nakochna Airport",
"A80","Cape Simpson No. 7",
"A81","Cape Simpson #1",
"A82","Nikiski Private Airstrip",
"A83","Petrof Point Airport",
"A84","Denali West Lodge Private",
"A85","Big River Airport",
"A87","Carry Inlet Airport",
"A89","Montague Island Airport",
"A8K","Granite Point Ndb",
"A90","Shannon Pond Airport",
"A91","Omalik Lagoon Airport",
"A92","Omolik Lagoon Airport",
"A93","Bradley Lake Project Airport",
"A94","Ice Strip",
"A95","Ice Strip",
"A96","Ice Strip",
"A97","Akulik Air Strip",
"A98","Deadfall Air Strip",
"A99","Eagle Creek Airport",
"AA1","Ice Kong",
"AA2","Icicle Seafoods",
"AA4","Glacier Split",
"AA5","Selby Lake Airport",
"AA7","Independence Creek Airport",
"AA8","Badami",
"AA9","Napaimute Pioneer Airfield",
"AAA","Anaa Airport",
"AAA","Anaa Airport",
"AAB","Arrabury Station",
"AAC","El Arish International",
"AAC","El Arish International",
"AAD","Ad-Dabbah Airport",
"AAE","Rabah Bitat",
"AAE","Rabah Bitat",
"AAE","Rabah Bitat",
"AAF","Apalachicola Regional",
"AAF","Apalachicola Regional Cleve Randolph Field",
"AAF","Apalachicola Regional",
"AAF","Apalachicola Regional Cleve Randolph Field",
"AAH","Aachen/Merzbruck",
"AAH","Aachen/Merzbruck",
"AAH","Aachen/Merzbruck",
"AAH","Aachen Merzbrueck",
"AAH","Aachen Merzbruck",
"AAH","Aachen Merzbrueck",
"AAI","Arraias Airport",
"AAI","Arraias Airport",
"AAI","Arraias Airport",
"AAI","Arraias Airport",
"AAI","Arraias Airport",
"AAL","Aalborg Airport",
"AAL","Aalborg Airport",
"AAL","Aalborg Airport",
"AAM","Malamala",
"AAM","Malamala",
"AAN","Al Ain International",
"AAN","Al Ain International",
"AAN","Al Ain International",
"AAO","Anaco Airport",
"AAO","Anaco Airport",
"AAO","Anaco Airport",
"AAO","Anaco Airport",
"AAO","Anaco Airport",
"AAQ","Vityazevo",
"AAQ","Vityazevo",
"AAQ","Anapa Airport",
"AAQ","Vityazevo",
"AAR","Tirstrup",
"AAR","Tirstrup",
"AAR","Aarhus Airport",
"AAU","Asau W Sam",
"AAX","Araxa Airport",
"AAX","Araxa Airport",
"AAX","Romeu Zema",
"ABA","Abakan Airport",
"ABA","Abakan Airport",
"ABA","Abakan Airport",
"ABD","Abadan Airport",
"ABD","Abadan Airport",
"ABD","Abadan Airport",
"ABE","Lehigh Valley International",
"ABE","Lehigh Valley International",
"ABE","Lehigh Valley International",
"ABE","Lehigh Valley International",
"ABE","Lehigh Valley International",
"ABE","Lehigh Valley International",
"ABI","Abilene Regional",
"ABI","Abilene Regional",
"ABI","Abilene Regional",
"ABJ","Abidjan Felix Houphouet Boigny International",
"ABJ","Abidjan Felix Houphouet Boigny International",
"ABJ","Felix Houphouet Boigny Abidjan",
"ABJ","Felix Houphouet Boigny Abidjan International",
"ABJ","Abidjan Felix Houphouet Boigny International",
"ABJ","Felix Houphouet Boigny Abidjan International",
"ABK","Kabri Dar Airport",
"ABK","Kebri Dahar",
"ABK","Kebri Dahar",
"ABK","Kebri Dahar",
"ABK","Kebri Dahar",
"ABL","Ambler River",
"ABQ","Albuquerque International Sunport",
"ABQ","Albuquerque International Sunport",
"ABQ","Albuquerque International Sunport",
"ABQ","Albuquerque International Sunport",
"ABQ","Albuquerque International Sunport",
"ABR","Aberdeen Regional",
"ABR","Aberdeen Regional",
"ABR","Aberdeen Regional",
"ABR","Aberdeen Regional",
"ABR","Aberdeen Regional",
"ABR","Aberdeen Regional",
"ABS","Abu Simbel Airport",
"ABS","Abu Simbel Airport",
"ABS","Abu Simbel Airport",
"ABS","Abu Simbel Airport",
"ABS","Abu Simbel Airport",
"ABT","Al-Baha Airport",
"ABT","King Saud Bin Abdulaziz",
"ABT","Al Baha",
"ABT","King Saud Bin Abdulaziz",
"ABT","King Saud Bin Abdulaziz",
"ABV","Abuja Nnamdi Azikiwe International",
"ABV","Abuja Nnamdi Azikiwe International",
"ABV","Nnamdi Azikiwe International",
"ABV","Abuja Nnamdi Azikiwe International",
"ABV","Nnamdi Azikiwe International",
"ABX","Albury Airport",
"ABX","Albury Airport",
"ABY","Southwest Georgia Regional",
"ABY","Southwest Georgia Regional",
"ABZ","Aberdeen Dyce",
"ABZ","Aberdeen Dyce",
"ABZ","Aberdeen Dyce",
"ABZ","Aberdeen Dyce",
"ABZ","Aberdeen Dyce",
"ABZ","Aberdeen Dyce",
"ACA","General Juan N Alvarez International",
"ACA","General Juan N Alvarez International",
"ACB","Antrim County",
"ACB","Antrim County",
"ACC","Accra Kotoka International",
"ACC","Accra Kotoka International",
"ACE","Lanzarote",
"ACE","Lanzarote",
"ACH","St Gallen Altenrhein",
"ACH","St Gallen Altenrhein",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACI","Alderney Airport",
"ACK","Nantucket Memorial",
"ACK","Nantucket Memorial",
"ACK","Nantucket Memorial",
"ACK","Nantucket Memorial",
"ACK","Nantucket Memorial",
"ACT","Waco Regional",
"ACT","Waco Regional",
"ACU","Achutupo Airport",
"ACV","Arcata",
"ACV","Arcata",
"ACV","Arcata",
"ACV","California Redwood Coast Humboldt County",
"ACV","Arcata",
"ACV","California Redwood Coast Humboldt County",
"ACY","Nafec Atlantic City",
"ACY","Nafec Atl",
"ACY","Atlantic City International",
"ACY","Atlantic City International",
"ADA","Adana Sakirpasa",
"ADA","Adana International",
"ADB","Adnan Menderes",
"ADB","Adnan Menderes",
"ADC","Andakombe Airport",
"ADC","Andakombe Airport",
"ADC","Andakombe Airport",
"ADD","Haile Selassie I International",
"ADD","Bole International",
"ADE","Aden International",
"ADE","Aden International",
"ADE","Aden International",
"ADJ","King Abdullah Ben",
"ADJ","Marka International",
"ADJ","Marka International",
"ADK","Adak NS",
"ADK","Adak",
"ADK","Adak",
"ADK","Adak",
"ADK","Adak",
"ADK","Adak",
"ADL","Adelaide International",
"ADL","Adelaide International",
"ADM","Ardmore Municipal",
"ADM","Ardmore Municipal",
"ADM","Ardmore Municipal",
"ADM","Ardmore Municipal",
"ADM","Ardmore Municipal",
"ADN","Andes Airport",
"ADN","Andes Airport",
"ADN","Andes Airport",
"ADN","Andes Airport",
"ADN","Andes Airport",
"ADO","Andamooka Airport",
"ADQ","Kodiak Airport",
"ADQ","Kodiak Airport",
"ADQ","Kodiak Airport",
"ADQ","Kodiak Airport",
"ADS","Addison",
"ADS","Addison",
"ADT","Ada Municipal",
"ADT","Ada Regional",
"ADT","Ada Municipal",
"ADT","Ada Regional",
"ADW","Andrews AFB",
"ADW","Andrews AFB",
"ADW","Joint Base Andrews",
"ADW","Andrews AFB",
"ADW","Joint Base Andrews",
"ADX","RAF Leuchars",
"ADX","RAF Leuchars",
"ADX","RAF Leuchars",
"ADX","RAF Leuchars",
"ADX","RAF Leuchars",
"ADZ","San Andres",
"ADZ","Sesquicentenario",
"ADZ","Gustavo Rojas Pinilla",
"AE1","Liwa Airbase",
"AE2","Sweihan Airbase",
"AED","Aleneva Airport",
"AEG","Aek Godang",
"AEH","Abeche Airport",
"AEH","Abeche Airport",
"AEH","Abeche Airport",
"AEO","Aioun El Atrouss Airport",
"AEO","Aioun El Atrouss Airport",
"AEP","Aeroparque Jorge Newbery",
"AEP","Aeroparque Jorge Newbery",
"AER","Adler/Sochi Airport",
"AER","Adler/Sochi Airport",
"AES","Vigra",
"AES","Vigra",
"AES","Vigra",
"AET","Allakaket Airport",
"AET","Allakaket Airport",
"AEX","England AFB",
"AEX","Alexandria International",
"AEY","Akureyri Airport",
"AEY","Akureyri Airport",
"AEY","Akureyri Airport",
"AEY","Akureyri Airport",
"AEY","Akureyri Airport",
"AF1","Bagram Air Base",
"AF2","Bastion Airfield",
"AF2","Bastion Airfield",
"AF2","Bastion Airfield",
"AF2","Bastion Airfield",
"AF2","Bastion Airfield",
"AF3","Dwyer Airport",
"AF3","Dwyer Airport",
"AF3","Dwyer Airport",
"AF4","Shindand Airport",
"AFA","San Rafael Airport",
"AFA","San Rafael Airport",
"AFA","San Rafael Airport",
"AFA","San Rafael Airport",
"AFA","San Rafael Airport",
"AFA","San Rafael Airport",
"AFF","USAF Academy Airfield",
"AFF","USAF Academy Airfield",
"AFF","USAF Academy Airfield",
"AFF","USAF Academy Airfield",
"AFF","USAF Academy Airfield",
"AFK","Nebraska City Municipal",
"AFK","Nebraska City Municipal",
"AFK","Nebraska City Municipal",
"AFK","Nebraska City Municipal",
"AFK","Nebraska City Municipal",
"AFK","Nebraska City Municipal",
"AFO","Afton Municipal",
"AFO","Afton Municipal",
"AFP","Anson County",
"AFP","Anson County",
"AFP","Anson County Jeff Cloud Field",
"AFP","Anson County",
"AFP","Anson County Jeff Cloud Field",
"AFU","Al Udeid Air Base",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFW","Fort Worth Alliance",
"AFY","Afyon Airport",
"AFY","Afyon Airport",
"AGA","Agadir/Inezgane",
"AGA","Inezgane",
"AGB","Muehlhausen",
"AGB","Augsburg Airport",
"AGB","Augsburg Airport",
"AGC","Allegheny County",
"AGC","Allegheny County",
"AGC","Allegheny County",
"AGC","Allegheny County",
"AGC","Allegheny County",
"AGC","Allegheny County",
"AGF","La Garenne",
"AGF","La Garenne",
"AGF","Agen La Garenne",
"AGF","Agen La Garenne",
"AGF","La Garenne",
"AGF","Agen La Garenne",
"AGF","Agen La Garenne",
"AGG","Angoram Airport",
"AGH","Angelholm-Helsingborg",
"AGH","Angelholm-Helsingborg",
"AGH","Angelholm",
"AGH","Angelholm",
"AGH","Angelholm",
"AGH","Angelholm",
"AGK","Kagua Airport",
"AGL","Wanigela Airport",
"AGL","Wanigela Airport",
"AGN","Angoon Seaplane Base",
"AGP","Malaga Airport",
"AGP","Malaga Airport",
"AGP","Malaga Airport",
"AGP","Malaga Airport",
"AGP","Malaga Costa del Sol",
"AGP","Malaga Airport",
"AGP","Malaga Costa del Sol",
"AGP","Malaga Airport",
"AGQ","Agrinion New",
"AGQ","Agrinion Airport",
"AGR","Agra Airport",
"AGR","Agra Airport",
"AGS","Bush Field",
"AGS","Augusta Regional at Bush Field",
"AGS","Augusta Regional at Bush Field",
"AGT","Guarani International",
"AGU","Jesus Teran International",
"AGU","Jesus Teran International",
"AGU","Jesus Teran International",
"AGV","Oswaldo Guevara Mujica",
"AGV","Oswaldo Guevara Mujica",
"AGX","Agatti Island Airport",
"AHA","Naha AB",
"AHB","Abha Airport",
"AHB","Abha Airport",
"AHB","Abha Airport",
"AHB","Abha Airport",
"AHB","Abha Airport",
"AHD","Ardmore Airport",
"AHD","Ardmore Downtown Executive",
"AHN","Athens Municipal",
"AHN","Athens/Ben Epps",
"AHN","Athens/Ben Epps",
"AHN","Athens/Ben Epps",
"AHN","Athens/Ben Epps",
"AHO","Alghero",
"AHO","Alghero",
"AHO","Alghero Fertilia",
"AHO","Alghero",
"AHO","Alghero Fertilia",
"AHO","Alghero",
"AHS","Ahuas Airport",
"AHS","Ahuas Airport",
"AHS","Auas",
"AHS","Ahuas Airport",
"AHS","Auas",
"AHT","Amchitka",
"AHU","Cherif El Idrissi International",
"AHU","Cherif El Idrissi International",
"AIA","Alliance Municipal",
"AIA","Alliance Municipal",
"AIA","Alliance Municipal",
"AIA","Alliance Municipal",
"AIA","Alliance Municipal",
"AIB","Anita Bay Airport",
"AID","Anderson Municipal-Darlington Field",
"AID","Anderson Municipal-Darlington Field",
"AIK","Aiken Municipal",
"AIK","Aiken Municipal",
"AIK","Aiken Regional",
"AIN","Wainwright Airport",
"AIN","Wainwright Airport",
"AIO","Atlantic Municipal",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIT","Aitutaki Airport",
"AIY","Bader Field",
"AIY","Bader Field",
"AIZ","Lee C Fine Memorial",
"AIZ","Lee C Fine Memorial",
"AJA","Ajaccio/Campo Dell Oro",
"AJA","Napoleon Bonaparte",
"AJA","Ajaccio Napoleon Bonaparte",
"AJA","Ajaccio Napoleon Bonaparte",
"AJA","Napoleon Bonaparte",
"AJA","Ajaccio Napoleon Bonaparte",
"AJF","Al Jouf",
"AJF","Al Jouf",
"AJJ","Akjoujt Airport",
"AJJ","Akjoujt Airport",
"AJL","Lengpui",
"AJN","Ouani",
"AJN","Ouani",
"AJN","Ouani",
"AJN","Ouani",
"AJN","Ouani",
"AJR","Arvidsjaur Airport",
"AJR","Arvidsjaur Airport",
"AJR","Arvidsjaur Airport",
"AJU","Santa Maria",
"AJU","Santa Maria International",
"AJY","Manu Dayak",
"AJY","Manu Dayak",
"AJY","Manu Dayak",
"AJY","Mano Dayak",
"AJY","Manu Dayak",
"AJY","Mano Dayak",
"AJY","Mano Dayak",
"AK1","Kelly Creek Airstrip",
"AK2","Bear Fish Camp Airport",
"AK3","Gold King Creek",
"AK4","Squaw Lake Airport",
"AK5","Qugruc Airport",
"AK6","Gold King 2 Airport",
"AK7","Hunter Creek Mine",
"AK8","Zips Airport",
"AK9","Tolstoi Bay Airport",
"AKB","Atka Airport",
"AKB","Atka Airport",
"AKC","Akron Fulton International",
"AKF","Kufra",
"AKF","Kufra",
"AKF","Kufra",
"AKH","Prince Sultan Airbase",
"AKH","Prince Sultan AB",
"AKH","Prince Sultan AB",
"AKI","Akiak Airport",
"AKI","Akiak Airport",
"AKJ","Asahikawa Airport",
"AKJ","Asahikawa Airport",
"AKJ","Asahikawa Airport",
"AKK","Akhiok Airport",
"AKK","Akhiok Airport",
"AKL","Auckland International",
"AKL","Auckland International",
"AKL","Auckland International",
"AKN","King Salmon Airport",
"AKN","King Salmon Airport",
"AKO","Akron Washington County",
"AKO","Colorado Plains Regional",
"AKP","Anaktuvuk Pass Airport",
"AKP","Anaktuvuk Pass Airport",
"AKR","Akure Airport",
"AKR","Akure Airport",
"AKS","Auki Airport",
"AKS","Auki Airport",
"AKS","Auki Gwaunaru University",
"AKS","Auki Airport",
"AKT","Akrotiri Airport",
"AKT","Akrotiri Airport",
"AKX","Aktyubinsk Airport",
"AKX","Aktyubinsk Airport",
"AKY","Akyab Airport",
"AKY","Sittwe Airport",
"AKY","Sittwe Airport",
"AKY","Sittwe Airport",
"AL1","Albertville Regional-Thomas J Brumlik Field",
"AL2","Shelby County",
"AL2","Shelby County",
"AL3","Madison County Executive/Tom Sharp Jr. Field",
"AL3","Madison County Executive/Tom Sharp Jr. Field",
"AL3","Huntsville Executive Airport Tom Sharp Jr",
"AL3","Madison County Executive Tom Sharp Jr Field",
"AL3","Huntsville Executive Airport Tom Sharp Jr",
"AL3","Huntsville Executive Tom Sharp Jr",
"AL4","South Alabama Regional at Bill Benton Field",
"AL4","South Alabama Regional at Bill Benton Field",
"AL5","Demopolis Municipal",
"AL5","Demopolis Regional",
"AL5","Demopolis Municipal",
"AL5","Demopolis Regional",
"AL6","H. L. Sonny Callahan",
"AL7","Walker County Bevill Field",
"AL8","Scottsboro Municipal Word Field",
"AL8","Scottsboro Municipal Word Field",
"AL8","Scottsboro Municipal Word Field",
"AL9","Merkel Field Sylacauga Municipal",
"ALA","Alma-Ata Airport",
"ALA","Almaty Airport",
"ALA","Almaty Airport",
"ALB","Albany International",
"ALB","Albany International",
"ALC","Alicante Airport",
"ALC","Alicante Airport",
"ALC","Alicante Airport",
"ALC","Alicante Elche",
"ALC","Alicante Airport",
"ALC","Alicante Elche",
"ALE","Alpine Casparis Municipal",
"ALE","Alpine Casparis Municipal",
"ALF","Alta Airport",
"ALF","Alta Airport",
"ALF","Alta Airport",
"ALF","Alta Airport",
"ALF","Alta Airport",
"ALG","Houari Boumediene",
"ALG","Houari Boumediene",
"ALG","Houari Boumediene",
"ALG","Houari Boumediene",
"ALG","Houari Boumediene",
"ALG","Houari Boumediene",
"ALH","Albany Airport",
"ALH","Albany Airport",
"ALI","Alice International",
"ALI","Alice International",
"ALJ","Alexander Bay Airport",
"ALJ","Alexander Bay Airport",
"ALK","Asela Airport",
"ALL","Albenga",
"ALM","Alamogordo White Sands Regional",
"ALM","Alamogordo White Sands Regional",
"ALM","Alamogordo White Sands Regional",
"ALM","Alamogordo White Sands Regional",
"ALM","Alamogordo White Sands Regional",
"ALM","Alamogordo White Sands Regional",
"ALN","St. Louis Regional",
"ALN","St. Louis Regional",
"ALO","Waterloo Regional",
"ALO","Waterloo Regional",
"ALP","Neirab",
"ALP","Aleppo International",
"ALQ","Alegrete Airport",
"ALR","Alexandra Airport",
"ALR","Alexandra Airport",
"ALS","Alamosa Municipal",
"ALS","San Luis Valley Regional/Bergman Field",
"ALS","San Luis Valley Regional/Bergman Field",
"ALS","San Luis Valley Regional/Bergman Field",
"ALS","San Luis Valley Regional/Bergman Field",
"ALT","Alenquer Airport",
"ALU","Alula Airport",
"ALW","Walla Walla Regional",
"ALW","Walla Walla Regional",
"ALW","Walla Walla Regional",
"ALW","Walla Walla Regional",
"ALW","Walla Walla Regional",
"ALW","Walla Walla Regional",
"ALX","Thomas C. Russell Field",
"ALX","Thomas C. Russell Field",
"ALY","Alexandria International",
"ALY","Alexandria International",
"ALZ","Alitak Seaplane Base",
"AMA","Amarillo International",
"AMA","Rick Husband Amarillo International",
"AMA","Rick Husband Amarillo International",
"AMD","Ahmedabad Airport",
"AMD","Ahmedabad Airport",
"AMD","Ahmedabad International",
"AMF","Ama Airport",
"AMF","Ama Airport",
"AMG","Amboin Airport",
"AMH","Arba Minch Airport",
"AMH","Arba Minch Airport",
"AMI","Rembiga",
"AMI","Selaparang",
"AMI","Selaparang",
"AMI","Selaparang",
"AMK","Animas Air Park",
"AMK","Animas Air Park",
"AML","Puerto Armuelles Airport",
"AML","Puerto Armuelles Airport",
"AMM","Amman Airport",
"AMM","Queen Alia International",
"AMM","Queen Alia International",
"AMN","Gratiot Community",
"AMN","Gratiot Community",
"AMO","Mao Airport",
"AMO","Mao Airport",
"AMP","Ampanihy Airport",
"AMP","Ampanihy Airport",
"AMQ","Pattimura",
"AMS","Schiphol",
"AMS","Schiphol",
"AMW","Ames Municipal",
"AMW","Ames Municipal",
"AMX","Ammaroo Station",
"AMY","Ambatomainty Airport",
"AMY","Ambatomainty Airport",
"ANA","Anaheim-Disneyland HP",
"ANB","Anniston/Calhoun County",
"ANB","Anniston Metro",
"ANB","Anniston Regional",
"ANB","Anniston Metro",
"ANB","Anniston Regional",
"ANC","Anchorage International",
"ANC","Ted Stevens Anchorage International",
"ANC","Ted Stevens Anchorage International",
"ANC","Ted Stevens Anchorage International",
"ANC","Ted Stevens Anchorage International",
"ANC","Ted Stevens Anchorage International",
"AND","Anderson Regional",
"AND","Anderson Regional",
"ANE","Avrille",
"ANE","Angers Marce",
"ANE","Angers Marce",
"ANF","Cerro Moreno International",
"ANF","Cerro Moreno International",
"ANF","Andres Sabella International",
"ANF","Cerro Moreno International",
"ANF","Andres Sabella International",
"ANG","Brie-Champniers",
"ANG","Brie-Champniers",
"ANG","Angouleme Airport",
"ANG","Angouleme Brie Champniers",
"ANG","Brie Champniers",
"ANG","Angouleme Brie Champniers",
"ANI","Aniak Airport",
"ANK","Etimesgut",
"ANK","Etimesgut",
"ANK","Etimesgut",
"ANK","Etimesgut",
"ANK","Etimesgut",
"ANM","Antsirabato",
"ANM","Antsirabato",
"ANN","Annette Island",
"ANN","Annette Island",
"ANN","Annette Island",
"ANN","Annette Island",
"ANN","Annette Island",
"ANO","Angoche Airport",
"ANO","Angoche Airport",
"ANO","Angoche Airport",
"ANO","Angoche Airport",
"ANO","Angoche Airport",
"ANP","Lee",
"ANP","Lee",
"ANR","Antwerp-Brussels North",
"ANR","Deurne",
"ANR","Deurne",
"ANS","Andahuaylas Airport",
"ANS","Andahuaylas Airport",
"ANS","Andahuaylas Airport",
"ANS","Andahuaylas Airport",
"ANU","Antigua",
"ANU","V C Bird International",
"ANU","V C Bird International",
"ANU","V C Bird International",
"ANU","V C Bird International",
"ANU","V C Bird International",
"ANV","Anvik Airport",
"ANV","Anvik Airport",
"ANX","Andoya",
"ANX","Andoya",
"AOH","Lima Allen County",
"AOH","Lima Allen County",
"AOI","Ancona/Falconara",
"AOI","Falconara",
"AOI","Ancona Falconara",
"AOI","Falconara",
"AOI","Ancona Falconara",
"AOJ","Aomori Airport",
"AOJ","Aomori Airport",
"AOK","Karpathos Airport",
"AOK","Karpathos Airport",
"AOK","Karpathos Airport",
"AOK","Karpathos Airport",
"AOK","Karpathos Airport",
"AOL","Paso de Los Libres Airport",
"AOL","Paso de Los Libres Airport",
"AOO","Altoona-Blair County",
"AOO","Altoona-Blair County",
"AOR","Sultan Abdul Halim",
"AOR","Sultan Abdul Halim",
"AOS","Amook Bay Airport",
"APA","Arapahoe County",
"APA","Centennial",
"APA","Centennial",
"APA","Centennial",
"APA","Centennial",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APB","Apolo Airport",
"APC","Napa County",
"APC","Napa County",
"APC","Napa County",
"APC","Napa County",
"APE","San Juan Aposento Airport",
"APF","Naples Municipal",
"APF","Naples Municipal",
"APF","Naples Municipal",
"APF","Naples Municipal",
"APF","Naples Municipal",
"APG","Phillips AAF",
"APG","Phillips AAF",
"APG","Phillips AAF",
"APH","A P Hill AAF",
"APH","A P Hill AAF",
"API","Gomez Nino Apiay AB",
"APK","Apataki Airport",
"APK","Apataki Airport",
"APL","Nampula Airport",
"APL","Nampula Airport",
"APN","Phelps/Collins",
"APN","Alpena County Regional",
"APO","Apartado Airport",
"APR","April River Airport",
"APR","April River Airport",
"APT","Marion County Brown Field",
"APV","Calf Apple Valley",
"APV","Apple Valley Airport",
"APV","Apple Valley Airport",
"APW","Faleolo",
"APW","Faleolo International",
"APW","Faleolo International",
"AQ1","McMurdo Station Phoenix Field",
"AQ1","McMurdo Station Phoenix Field",
"AQ1","McMurdo Station Phoenix Field",
"AQ2","Mario Zucchelli",
"AQI","Qaisumah Airport",
"AQI","Hafr Al Batin",
"AQI","Al Qaisumah",
"AQI","Hafr Al Batin",
"AQI","Qaisumah Airport",
"AQI","Hafr Al Batin",
"AQI","Hafr Al Batin",
"AQJ","King Hussein International",
"AQJ","Aqaba King Hussein International",
"AQJ","King Hussein International",
"AQJ","Aqaba King Hussein International",
"AQJ","King Hussein International",
"AQP","Rodriguez Ballon International",
"AQP","Rodriguez Ballon International",
"AQP","Rodriguez Ballon International",
"AQP","Rodriguez Ballon International",
"AQP","Rodriguez Ballon International",
"AQS","Saqani Airport",
"AQY","Girdwood Airport",
"AQY","Girdwood Airport",
"AQY","Girdwood Airport",
"AQY","Girdwood Airport",
"AQY","Girdwood Airport",
"AR1","Russellville Regional",
"AR1","Russellville Regional",
"AR1","Russellville Regional",
"AR2","Dennis F Cantrell Field",
"AR2","Dennis F Cantrell Field",
"AR2","Dennis F Cantrell Field",
"AR2","Dennis F Cantrell Field",
"AR3","Bentonville Municipal Louise M Thaden Field",
"AR3","Bentonville Municipal Louise M Thaden Field",
"AR3","Bentonville Municipal Louise M Thaden Field",
"AR4","Delta Regional",
"ARA","Acadiana Reg",
"ARA","Acadiana Regional",
"ARA","Acadiana Regional",
"ARB","Ann Arbor Municipal",
"ARB","Ann Arbor Municipal",
"ARC","Wien Arctic Village",
"ARC","Arctic Village Airport",
